Name,Symbol,Date,High,Low,Open,Close,Volume
Bitcoin,BTC,29/04/2013 23:59,147.4880066,134,134.4440002,144.5399933,0
Bitcoin,BTC,30/04/2013 23:59,146.9299927,134.0500031,144,139,0
Bitcoin,BTC,01/05/2013 23:59,139.8899994,107.7200012,139,116.9899979,0
Bitcoin,BTC,02/05/2013 23:59,125.5999985,92.2818985,116.3799973,105.2099991,0
Bitcoin,BTC,03/05/2013 23:59,108.1279984,79.09999847,106.25,97.75,0
Bitcoin,BTC,04/05/2013 23:59,115,92.5,98.09999847,112.5,0
Bitcoin,BTC,05/05/2013 23:59,118.8000031,107.1429977,112.9000015,115.9100037,0
Bitcoin,BTC,06/05/2013 23:59,124.663002,106.6399994,115.9800034,112.3000031,0
Bitcoin,BTC,07/05/2013 23:59,113.4440002,97.69999695,112.25,111.5,0
Bitcoin,BTC,08/05/2013 23:59,115.7799988,109.5999985,109.5999985,113.5660019,0
Bitcoin,BTC,09/05/2013 23:59,113.4599991,109.2600021,113.1999969,112.6699982,0
Bitcoin,BTC,10/05/2013 23:59,122,111.5510025,112.7990036,117.1999969,0
Bitcoin,BTC,11/05/2013 23:59,118.6790009,113.0100021,117.6999969,115.2429962,0
Bitcoin,BTC,12/05/2013 23:59,117.4489975,113.4349976,115.6399994,115,0
Bitcoin,BTC,13/05/2013 23:59,118.6989975,114.5,114.8199997,117.9800034,0
Bitcoin,BTC,14/05/2013 23:59,119.8000031,110.25,117.9800034,111.5,0
Bitcoin,BTC,15/05/2013 23:59,115.8099976,103.5,111.4000015,114.2200012,0
Bitcoin,BTC,16/05/2013 23:59,118.7600021,112.1999969,114.2200012,118.7600021,0
Bitcoin,BTC,17/05/2013 23:59,125.3000031,116.5709991,118.2099991,123.0149994,0
Bitcoin,BTC,18/05/2013 23:59,125.25,122.3000031,123.5,123.4980011,0
Bitcoin,BTC,19/05/2013 23:59,124.5,119.5709991,123.2109985,121.9899979,0
Bitcoin,BTC,20/05/2013 23:59,123.6210022,120.1200027,122.5,122,0
Bitcoin,BTC,21/05/2013 23:59,123,121.2099991,122.0199966,122.8799973,0
Bitcoin,BTC,22/05/2013 23:59,124.0009995,122,122.8899994,123.8889999,0
