Name,Symbol,Date,High,Low,Open,Close,Volume
Cardano,ADA,02/10/2017 23:59,0.0300877,0.019969299,0.024607001,0.0259318,57641300
Cardano,ADA,03/10/2017 23:59,0.0274252,0.020689899,0.025756599,0.020815801,16997800
Cardano,ADA,04/10/2017 23:59,0.0228063,0.020864099,0.020864099,0.021931499,9000050
Cardano,ADA,05/10/2017 23:59,0.022153599,0.020859299,0.021951299,0.0214887,5562510
Cardano,ADA,06/10/2017 23:59,0.021541899,0.0183597,0.0213589,0.018539101,7780710
Cardano,ADA,07/10/2017 23:59,0.0210503,0.017619999,0.018413899,0.0209409,7411240
Cardano,ADA,08/10/2017 23:59,0.023597701,0.0201474,0.0209294,0.0204772,7727460
Cardano,ADA,09/10/2017 23:59,0.0228072,0.020342,0.0203443,0.022113699,4663310
Cardano,ADA,10/10/2017 23:59,0.0224461,0.0212793,0.022112099,0.021531301,2725600
Cardano,ADA,11/10/2017 23:59,0.022575701,0.0209764,0.02148,0.022519501,3606720
Cardano,ADA,12/10/2017 23:59,0.026763201,0.021825099,0.0225385,0.0262521,8680640
Cardano,ADA,13/10/2017 23:59,0.033815999,0.025195399,0.0260609,0.033640999,15613600
Cardano,ADA,14/10/2017 23:59,0.038267799,0.029255301,0.0338763,0.032464899,27853200
Cardano,ADA,15/10/2017 23:59,0.033641201,0.028694401,0.032873601,0.030048599,7104990
Cardano,ADA,16/10/2017 23:59,0.0307492,0.0285767,0.029938901,0.028948201,6196030
Cardano,ADA,17/10/2017 23:59,0.029627999,0.0254815,0.028952699,0.0272175,7039900
Cardano,ADA,18/10/2017 23:59,0.0273598,0.024637301,0.027219299,0.026690699,2336180
Cardano,ADA,19/10/2017 23:59,0.0271117,0.025771599,0.026704499,0.0270319,2897720
Cardano,ADA,20/10/2017 23:59,0.030855199,0.0266122,0.026982401,0.030629801,8716410
Cardano,ADA,21/10/2017 23:59,0.0308055,0.027977001,0.0308055,0.028436201,5344520
Cardano,ADA,22/10/2017 23:59,0.028743699,0.027093001,0.028565001,0.0277288,2930210
Cardano,ADA,23/10/2017 23:59,0.0280509,0.024344901,0.0276841,0.025453599,3517050
Cardano,ADA,24/10/2017 23:59,0.0289563,0.0237663,0.025339,0.027192701,7589560
Cardano,ADA,25/10/2017 23:59,0.027845901,0.026107199,0.027038099,0.0275275,2561430
Cardano,ADA,26/10/2017 23:59,0.027560299,0.026478,0.0274095,0.0271318,2437710
Cardano,ADA,27/10/2017 23:59,0.0274629,0.0256739,0.027138099,0.0263818,2511440
Cardano,ADA,28/10/2017 23:59,0.026853301,0.025593,0.0263386,0.025866101,1739460
Cardano,ADA,29/10/2017 23:59,0.0298368,0.025625899,0.025830699,0.028606899,4746180
Cardano,ADA,30/10/2017 23:59,0.028874399,0.027585899,0.0283176,0.028582901,3781270
Cardano,ADA,31/10/2017 23:59,0.030714501,0.028075499,0.028547,0.030437499,7304450
Cardano,ADA,01/11/2017 23:59,0.0292194,0.0229862,0.029126501,0.0229862,9382780
Cardano,ADA,02/11/2017 23:59,0.0249769,0.018209999,0.0230792,0.0213059,6165050
Cardano,ADA,03/11/2017 23:59,0.0232126,0.019827001,0.021418201,0.022628101,2836080
Cardano,ADA,04/11/2017 23:59,0.0238494,0.0219696,0.022640901,0.0220221,2626920
Cardano,ADA,05/11/2017 23:59,0.0230063,0.020634999,0.0220541,0.020634999,2396230
Cardano,ADA,06/11/2017 23:59,0.0236088,0.0205337,0.0209773,0.021880999,4591160
Cardano,ADA,07/11/2017 23:59,0.0233473,0.021413701,0.021845801,0.0221947,2539540
Cardano,ADA,08/11/2017 23:59,0.026393101,0.021660199,0.021911601,0.025186,6367000
Cardano,ADA,09/11/2017 23:59,0.035059899,0.0250057,0.0251601,0.032052901,18716200
Cardano,ADA,10/11/2017 23:59,0.033347599,0.0264514,0.032219298,0.027119201,6766780
Cardano,ADA,11/11/2017 23:59,0.0296591,0.0256839,0.0268912,0.0274371,5532220
Cardano,ADA,12/11/2017 23:59,0.0279519,0.022591,0.0274805,0.023977,7280250
